id,country,year
208,Albania,2002.1
209,Albania,2002.1
210,Albania,2002.1
211,Albania,2002.1
212,Albania,2002.1
213,Albania,2002.1
214,Albania,2002.1
215,Albania,2002.1
216,Albania,2002.1
217,Albania,2003.1
218,Albania,2003.1
219,Albania,2003.1
220,Albania,2003.1
221,Albania,2003.1
222,Albania,2003.1
223,Albania,2003.1
224,Albania,2003.1
225,Albania,2003.1
226,Albania,2003.1
227,Albania,2003.1
228,Albania,2003.1
229,Albania,2004.1
230,Albania,2004.1
231,Albania,2004.1
232,Albania,2004.1
233,Albania,2004.1
234,Albania,2004.1
235,Albania,2004.1
236,Albania,2004.1
237,Albania,2004.1
238,Albania,2004.1
239,Albania,2004.1
240,Albania,2004.1
241,Albania,2005.1
242,Albania,2005.1
243,Albania,2005.1
244,Albania,2005.1
245,Albania,2005.1
246,Albania,2005.1
247,Albania,2005.1
248,Albania,2005.1
249,Albania,2005.1
250,Albania,2005.1
251,Albania,2005.1
252,Albania,2005.1
253,Albania,2006.1
254,Albania,2006.1
255,Albania,2006.1
256,Albania,2006.1
257,Albania,2006.1
258,Albania,2006.1
259,Albania,2006.1
260,Albania,2006.1
261,Albania,2006.1
262,Albania,2006.1
263,Albania,2006.1
264,Albania,2006.1
265,Albania,2007.1
266,Albania,2007.1
267,Albania,2007.1
268,Albania,2007.1
269,Albania,2007.1
270,Albania,2007.1
271,Albania,2007.1
272,Albania,2007.1
273,Albania,2007.1
274,Albania,2007.1
275,Albania,2007.1
276,Albania,2007.1
277,Albania,2008.1
278,Albania,2008.1
279,Albania,2008.1
280,Albania,2008.1
281,Albania,2008.1
282,Albania,2008.1
283,Albania,2008.1
284,Albania,2008.1
285,Albania,2008.1
286,Albania,2008.1
287,Albania,2008.1
288,Albania,2008.1
289,Albania,2009.1
290,Albania,2009.1
291,Albania,2009.1
292,Albania,2009.1
293,Albania,2009.1
294,Albania,2009.1
295,Albania,2009.1
296,Albania,2009.1
297,Albania,2009.1
298,Albania,2009.1
299,Albania,2009.1
300,Albania,2009.1
301,Albania,2010.1
302,Albania,2010.1
303,Albania,2010.1
304,Albania,2010.1
305,Albania,2010.1
306,Albania,2010.1
307,Albania,2010.1
308,Albania,2010.1
309,Albania,2010.1
310,Albania,2010.1
311,Albania,2010.1
312,Albania,2010.1
313,Albania,2011.1
314,Albania,2011.1
315,Albania,2011.1
316,Albania,2011.1
317,Albania,2011.1
318,Albania,2011.1
319,Albania,2011.1
320,Albania,2011.1
321,Albania,2011.1
322,Albania,2011.1
323,Albania,2011.1
324,Albania,2011.1
325,Albania,2012.1
326,Albania,2012.1
327,Albania,2012.1
328,Albania,2012.1
329,Albania,2012.1
330,Albania,2012.1
331,Albania,2012.1
332,Albania,2012.1
333,Albania,2012.1
334,Albania,2012.1
335,Albania,2012.1
336,Albania,2012.1
337,Albania,2013.1
338,Albania,2013.1
339,Albania,2013.1
340,Albania,2013.1
341,Albania,2013.1
342,Albania,2013.1
343,Albania,2013.1
344,Albania,2013.1
345,Albania,2013.1
346,Albania,2013.1
347,Albania,2013.1
348,Albania,2013.1
349,Albania,2014.1
350,Albania,2014.1
351,Albania,2014.1
352,Albania,2014.1
353,Albania,2014.1
354,Albania,2014.1
355,Albania,2014.1
356,Albania,2014.1
357,Albania,2014.1
358,Albania,2014.1
359,Albania,2014.1
360,Albania,2014.1
361,Albania,2015.1
362,Albania,2015.1
363,Albania,2015.1
364,Albania,2015.1
365,Albania,2015.1
366,Albania,2015.1
367,Albania,2015.1
368,Albania,2015.1
369,Albania,2015.1
370,Albania,2015.1
371,Albania,2015.1
372,Albania,2015.1
373,Anguilla,1983.1
374,Anguilla,1983.1
375,Anguilla,1983.1
376,Anguilla,1983.1
377,Anguilla,1983.1
378,Anguilla,1983.1
379,Anguilla,1983.1
380,Anguilla,1983.1
381,Anguilla,1983.1
382,Anguilla,1983.1
383,Anguilla,1983.1
384,Anguilla,1983.1
385,Anguilla,1984.1
386,Anguilla,1984.1
387,Anguilla,1984.1
388,Anguilla,1984.1
389,Anguilla,1984.1
390,Anguilla,1984.1
391,Anguilla,1984.1
392,Anguilla,1984.1
393,Anguilla,1984.1
394,Anguilla,1984.1
395,Anguilla,1984.1
396,Anguilla,1984.1
397,Anguilla,1985.1
398,Anguilla,1985.1
399,Anguilla,1985.1
400,Anguilla,1985.1
401,Anguilla,1985.1
402,Anguilla,1985.1
403,Anguilla,1985.1
404,Anguilla,1985.1
405,Anguilla,1985.1
406,Anguilla,1985.1
407,Anguilla,1985.1
408,Anguilla,1985.1
409,Anguilla,1986.1
410,Anguilla,1986.1
411,Anguilla,1986.1
412,Anguilla,1986.1
413,Anguilla,1986.1
414,Anguilla,1986.1
415,Anguilla,1986.1
416,Anguilla,1986.1
417,Anguilla,1986.1
418,Anguilla,1986.1
419,Anguilla,1986.1
420,Anguilla,1986.1
421,Anguilla,1987.1
422,Anguilla,1987.1
423,Anguilla,1987.1
424,Anguilla,1987.1
425,Anguilla,1987.1
426,Anguilla,1987.1
427,Anguilla,1987.1
428,Anguilla,1987.1
429,Anguilla,1987.1
430,Anguilla,1987.1
431,Anguilla,1987.1
432,Anguilla,1987.1
433,Anguilla,1988.1
434,Anguilla,1988.1
435,Anguilla,1988.1
436,Anguilla,1988.1
437,Anguilla,1988.1
438,Anguilla,1988.1
439,Anguilla,1988.1
440,Anguilla,1988.1
441,Anguilla,1988.1
442,Anguilla,1988.1
443,Anguilla,1988.1
444,Anguilla,1988.1
445,Anguilla,1989.1
446,Anguilla,1989.1
447,Anguilla,1989.1
448,Anguilla,1989.1
449,Anguilla,1989.1
450,Anguilla,1989.1
451,Anguilla,1989.1
452,Anguilla,1989.1
453,Anguilla,1989.1
454,Anguilla,1989.1
455,Anguilla,1989.1
456,Anguilla,1989.1
457,Anguilla,1990.1
458,Anguilla,1990.1
459,Anguilla,1990.1
460,Anguilla,1990.1
461,Anguilla,1990.1
462,Anguilla,1990.1
463,Anguilla,1990.1
464,Anguilla,1990.1
465,Anguilla,1990.1
466,Anguilla,1990.1
467,Anguilla,1990.1
468,Anguilla,1990.1
469,Anguilla,1991.1
470,Anguilla,1991.1
471,Anguilla,1991.1
472,Anguilla,1991.1
473,Anguilla,1991.1
474,Anguilla,1991.1
475,Anguilla,1991.1
476,Anguilla,1991.1
477,Anguilla,1991.1
478,Anguilla,1991.1
479,Anguilla,1991.1
480,Anguilla,1991.1
481,Anguilla,1992.1
482,Anguilla,1992.1
483,Anguilla,1992.1
484,Anguilla,1992.1
485,Anguilla,1992.1
486,Anguilla,1992.1
487,Anguilla,1992.1
488,Anguilla,1992.1
489,Anguilla,1992.1
490,Anguilla,1992.1
491,Anguilla,1992.1
492,Anguilla,1992.1
493,Anguilla,1993.1
494,Anguilla,1993.1
495,Anguilla,1993.1
496,Anguilla,1993.1
497,Anguilla,1993.1
498,Anguilla,1993.1
499,Anguilla,1993.1
500,Anguilla,1993.1
501,Anguilla,1993.1
502,Anguilla,1993.1
503,Anguilla,1993.1
504,Anguilla,1993.1
505,Anguilla,1994.1
506,Anguilla,1994.1
507,Anguilla,1994.1
508,Anguilla,1994.1
509,Anguilla,1994.1
510,Anguilla,1994.1
511,Anguilla,1994.1
512,Anguilla,1994.1
513,Anguilla,1994.1
514,Anguilla,1994.1
515,Anguilla,1994.1
516,Anguilla,1994.1
517,Anguilla,1995.1
518,Anguilla,1995.1
519,Anguilla,1995.1
520,Anguilla,1995.1
521,Anguilla,1995.1
522,Anguilla,1995.1
523,Anguilla,1995.1
524,Anguilla,1995.1
525,Anguilla,1995.1
526,Anguilla,1995.1
527,Anguilla,1995.1
528,Anguilla,1995.1
529,Anguilla,2000.1
530,Anguilla,2000.1
531,Anguilla,2000.1
532,Anguilla,2000.1
533,Anguilla,2000.1
534,Anguilla,2000.1
535,Anguilla,2000.1
536,Anguilla,2000.1
537,Anguilla,2000.1
538,Anguilla,2000.1
539,Anguilla,2000.1
540,Anguilla,2000.1
541,Anguilla,2001.1
542,Anguilla,2001.1
543,Anguilla,2001.1
544,Anguilla,2001.1
545,Anguilla,2001.1
546,Anguilla,2001.1
547,Anguilla,2001.1
548,Anguilla,2001.1
549,Anguilla,2001.1
550,Anguilla,2001.1
551,Anguilla,2001.1
552,Anguilla,2001.1
553,Anguilla,2002.1
554,Anguilla,2002.1
555,Anguilla,2002.1
556,Anguilla,2002.1
557,Anguilla,2002.1
558,Anguilla,2002.1
559,Anguilla,2002.1
560,Anguilla,2002.1
561,Anguilla,2002.1
562,Anguilla,2002.1
563,Anguilla,2002.1
564,Anguilla,2002.1
565,Anguilla,2003.1
566,Anguilla,2003.1
567,Anguilla,2003.1
568,Anguilla,2003.1
569,Anguilla,2003.1
570,Anguilla,2003.1
571,Anguilla,2003.1
572,Anguilla,2003.1
573,Anguilla,2003.1
574,Anguilla,2003.1
575,Anguilla,2003.1
576,Anguilla,2003.1
577,Anguilla,2004.1
578,Anguilla,2004.1
579,Anguilla,2004.1
580,Anguilla,2004.1
581,Anguilla,2004.1
582,Anguilla,2004.1
583,Anguilla,2004.1
584,Anguilla,2004.1
585,Anguilla,2004.1
586,Anguilla,2004.1
587,Anguilla,2004.1
588,Anguilla,2004.1
589,Anguilla,2005.1
590,Anguilla,2005.1
591,Anguilla,2005.1
592,Anguilla,2005.1
593,Anguilla,2005.1
594,Anguilla,2005.1
595,Anguilla,2005.1
596,Anguilla,2005.1
597,Anguilla,2005.1
598,Anguilla,2005.1
599,Anguilla,2005.1
600,Anguilla,2005.1
601,Anguilla,2006.1
602,Anguilla,2006.1
603,Anguilla,2006.1
604,Anguilla,2006.1
605,Anguilla,2006.1
606,Anguilla,2006.1
607,Anguilla,2006.1
608,Anguilla,2006.1
609,Anguilla,2006.1
610,Anguilla,2006.1
611,Anguilla,2006.1
612,Anguilla,2006.1
613,Anguilla,2008.1
614,Anguilla,2008.1
615,Anguilla,2008.1
616,Anguilla,2008.1
617,Anguilla,2008.1
618,Anguilla,2008.1
619,Anguilla,2008.1
620,Anguilla,2008.1
621,Anguilla,2008.1
622,Anguilla,2008.1
623,Anguilla,2008.1
624,Anguilla,2008.1
625,Anguilla,2009.1
626,Anguilla,2009.1
627,Anguilla,2009.1
628,Anguilla,2009.1
629,Anguilla,2009.1
630,Anguilla,2009.1
631,Anguilla,2009.1
632,Anguilla,2009.1
633,Anguilla,2009.1
634,Anguilla,2009.1
635,Anguilla,2009.1
636,Anguilla,2009.1
637,Anguilla,2010.1
638,Anguilla,2010.1
639,Anguilla,2010.1
640,Anguilla,2010.1
641,Anguilla,2010.1
642,Anguilla,2010.1
643,Anguilla,2010.1
644,Anguilla,2010.1
645,Anguilla,2010.1
646,Anguilla,2010.1
647,Anguilla,2010.1
648,Anguilla,2010.1
649,Anguilla,2011.1
650,Anguilla,2011.1
651,Anguilla,2011.1
652,Anguilla,2011.1
653,Anguilla,2011.1
654,Anguilla,2011.1
655,Anguilla,2011.1
656,Anguilla,2011.1
657,Anguilla,2011.1
658,Anguilla,2011.1
659,Anguilla,2011.1
660,Anguilla,2011.1
661,Anguilla,2012.1
662,Anguilla,2012.1
663,Anguilla,2012.1
664,Anguilla,2012.1
665,Anguilla,2012.1
666,Anguilla,2012.1
667,Anguilla,2012.1
668,Anguilla,2012.1
669,Anguilla,2012.1
670,Anguilla,2012.1
671,Anguilla,2012.1
672,Anguilla,2012.1
673,Anguilla,2013.1
674,Anguilla,2013.1
675,Anguilla,2013.1
676,Anguilla,2013.1
677,Anguilla,2013.1
678,Anguilla,2013.1
679,Anguilla,2013.1
680,Anguilla,2013.1
681,Anguilla,2013.1
682,Anguilla,2013.1
683,Anguilla,2013.1
684,Anguilla,2013.1
685,Anguilla,2014.1
686,Anguilla,2014.1
687,Anguilla,2014.1
688,Anguilla,2014.1
689,Anguilla,2014.1
690,Anguilla,2014.1
691,Anguilla,2014.1
692,Anguilla,2014.1
693,Anguilla,2014.1
694,Anguilla,2014.1
695,Anguilla,2014.1
696,Anguilla,2014.1
697,Anguilla,2015.1
698,Anguilla,2015.1
699,Anguilla,2015.1
700,Anguilla,2015.1
701,Anguilla,2015.1
702,Anguilla,2015.1
703,Anguilla,2015.1
704,Anguilla,2015.1
705,Anguilla,2015.1
706,Anguilla,2015.1
707,Anguilla,2015.1
708,Anguilla,2015.1
709,Anguilla,2016.1
710,Anguilla,2016.1
711,Anguilla,2016.1
712,Anguilla,2016.1
713,Anguilla,2016.1
714,Anguilla,2016.1
715,Anguilla,2016.1
716,Anguilla,2016.1
717,Anguilla,2016.1
718,Anguilla,2016.1
719,Anguilla,2016.1
720,Anguilla,2016.1
721,Antigua and Barbuda,1983.1
722,Antigua and Barbuda,1983.1
723,Antigua and Barbuda,1983.1
724,Antigua and Barbuda,1983.1
725,Antigua and Barbuda,1983.1
726,Antigua and Barbuda,1983.1
727,Antigua and Barbuda,1983.1
728,Antigua and Barbuda,1983.1
729,Antigua and Barbuda,1983.1
730,Antigua and Barbuda,1983.1
731,Antigua and Barbuda,1983.1
732,Antigua and Barbuda,1983.1
733,Antigua and Barbuda,1985.1
734,Antigua and Barbuda,1985.1
735,Antigua and Barbuda,1985.1
736,Antigua and Barbuda,1985.1
737,Antigua and Barbuda,1985.1
738,Antigua and Barbuda,1985.1
739,Antigua and Barbuda,1985.1
740,Antigua and Barbuda,1985.1
741,Antigua and Barbuda,1985.1
742,Antigua and Barbuda,1985.1
743,Antigua and Barbuda,1985.1
744,Antigua and Barbuda,1985.1
745,Antigua and Barbuda,1986.1
746,Antigua and Barbuda,1986.1
747,Antigua and Barbuda,1986.1
748,Antigua and Barbuda,1986.1
749,Antigua and Barbuda,1986.1
750,Antigua and Barbuda,1986.1
751,Antigua and Barbuda,1986.1
752,Antigua and Barbuda,1986.1
753,Antigua and Barbuda,1986.1
754,Antigua and Barbuda,1986.1
755,Antigua and Barbuda,1986.1
756,Antigua and Barbuda,1986.1
757,Antigua and Barbuda,1987.1
758,Antigua and Barbuda,1987.1
759,Antigua and Barbuda,1987.1
760,Antigua and Barbuda,1987.1
761,Antigua and Barbuda,1987.1
762,Antigua and Barbuda,1987.1
763,Antigua and Barbuda,1987.1
764,Antigua and Barbuda,1987.1
765,Antigua and Barbuda,1987.1
766,Antigua and Barbuda,1987.1
767,Antigua and Barbuda,1987.1
768,Antigua and Barbuda,1987.1
769,Antigua and Barbuda,1988.1
770,Antigua and Barbuda,1988.1
771,Antigua and Barbuda,1988.1
772,Antigua and Barbuda,1988.1
773,Antigua and Barbuda,1988.1
774,Antigua and Barbuda,1988.1
775,Antigua and Barbuda,1988.1
776,Antigua and Barbuda,1988.1
777,Antigua and Barbuda,1988.1
778,Antigua and Barbuda,1988.1
779,Antigua and Barbuda,1988.1
780,Antigua and Barbuda,1988.1
781,Antigua and Barbuda,1989.1
782,Antigua and Barbuda,1989.1
783,Antigua and Barbuda,1989.1
784,Antigua and Barbuda,1989.1
785,Antigua and Barbuda,1989.1
786,Antigua and Barbuda,1989.1
787,Antigua and Barbuda,1989.1
788,Antigua and Barbuda,1989.1
789,Antigua and Barbuda,1989.1
790,Antigua and Barbuda,1989.1
791,Antigua and Barbuda,1989.1
792,Antigua and Barbuda,1989.1
793,Antigua and Barbuda,1990.1
794,Antigua and Barbuda,1990.1
795,Antigua and Barbuda,1990.1
796,Antigua and Barbuda,1990.1
797,Antigua and Barbuda,1990.1
798,Antigua and Barbuda,1990.1
799,Antigua and Barbuda,1990.1
800,Antigua and Barbuda,1990.1
801,Antigua and Barbuda,1990.1
802,Antigua and Barbuda,1990.1
803,Antigua and Barbuda,1990.1
804,Antigua and Barbuda,1990.1
805,Antigua and Barbuda,1991.1
806,Antigua and Barbuda,1991.1
807,Antigua and Barbuda,1991.1
808,Antigua and Barbuda,1991.1
809,Antigua and Barbuda,1991.1
810,Antigua and Barbuda,1991.1
811,Antigua and Barbuda,1991.1
812,Antigua and Barbuda,1991.1
813,Antigua and Barbuda,1991.1
814,Antigua and Barbuda,1991.1
815,Antigua and Barbuda,1991.1
816,Antigua and Barbuda,1991.1
817,Antigua and Barbuda,1992.1
818,Antigua and Barbuda,1992.1
819,Antigua and Barbuda,1992.1
820,Antigua and Barbuda,1992.1
821,Antigua and Barbuda,1992.1
822,Antigua and Barbuda,1992.1
823,Antigua and Barbuda,1992.1
824,Antigua and Barbuda,1992.1
825,Antigua and Barbuda,1992.1
826,Antigua and Barbuda,1992.1
827,Antigua and Barbuda,1992.1
828,Antigua and Barbuda,1992.1
829,Antigua and Barbuda,1993.1
830,Antigua and Barbuda,1993.1
831,Antigua and Barbuda,1993.1
832,Antigua and Barbuda,1993.1
833,Antigua and Barbuda,1993.1
834,Antigua and Barbuda,1993.1
835,Antigua and Barbuda,1993.1
836,Antigua and Barbuda,1993.1
837,Antigua and Barbuda,1993.1
838,Antigua and Barbuda,1993.1
839,Antigua and Barbuda,1993.1
840,Antigua and Barbuda,1993.1
841,Antigua and Barbuda,1994.1
842,Antigua and Barbuda,1994.1
843,Antigua and Barbuda,1994.1
844,Antigua and Barbuda,1994.1
845,Antigua and Barbuda,1994.1
846,Antigua and Barbuda,1994.1
847,Antigua and Barbuda,1994.1
848,Antigua and Barbuda,1994.1
849,Antigua and Barbuda,1994.1
850,Antigua and Barbuda,1994.1
851,Antigua and Barbuda,1994.1
852,Antigua and Barbuda,1994.1
853,Antigua and Barbuda,1995.1
854,Antigua and Barbuda,1995.1
855,Antigua and Barbuda,1995.1
856,Antigua and Barbuda,1995.1
857,Antigua and Barbuda,1995.1
858,Antigua and Barbuda,1995.1
859,Antigua and Barbuda,1995.1
860,Antigua and Barbuda,1995.1
861,Antigua and Barbuda,1995.1
862,Antigua and Barbuda,1995.1
863,Antigua and Barbuda,1995.1
864,Antigua and Barbuda,1995.1
865,Antigua and Barbuda,1998.1
866,Antigua and Barbuda,1998.1
867,Antigua and Barbuda,1998.1
868,Antigua and Barbuda,1998.1
869,Antigua and Barbuda,1998.1
870,Antigua and Barbuda,1998.1
871,Antigua and Barbuda,1998.1
872,Antigua and Barbuda,1998.1
873,Antigua and Barbuda,1998.1
874,Antigua and Barbuda,1998.1
875,Antigua and Barbuda,1998.1
876,Antigua and Barbuda,1998.1
877,Antigua and Barbuda,1999.1
878,Antigua and Barbuda,1999.1
879,Antigua and Barbuda,1999.1
880,Antigua and Barbuda,1999.1
881,Antigua and Barbuda,1999.1
882,Antigua and Barbuda,1999.1
883,Antigua and Barbuda,1999.1
884,Antigua and Barbuda,1999.1
885,Antigua and Barbuda,1999.1
886,Antigua and Barbuda,1999.1
887,Antigua and Barbuda,1999.1
888,Antigua and Barbuda,1999.1
889,Antigua and Barbuda,2000.1
890,Antigua and Barbuda,2000.1
891,Antigua and Barbuda,2000.1
892,Antigua and Barbuda,2000.1
893,Antigua and Barbuda,2000.1
894,Antigua and Barbuda,2000.1
895,Antigua and Barbuda,2000.1
896,Antigua and Barbuda,2000.1
897,Antigua and Barbuda,2000.1
898,Antigua and Barbuda,2000.1
899,Antigua and Barbuda,2000.1
900,Antigua and Barbuda,2000.1
901,Antigua and Barbuda,2001.1
902,Antigua and Barbuda,2001.1
903,Antigua and Barbuda,2001.1
904,Antigua and Barbuda,2001.1
905,Antigua and Barbuda,2001.1
906,Antigua and Barbuda,2001.1
907,Antigua and Barbuda,2001.1
908,Antigua and Barbuda,2001.1
909,Antigua and Barbuda,2001.1
910,Antigua and Barbuda,2001.1
911,Antigua and Barbuda,2001.1
912,Antigua and Barbuda,2001.1
913,Antigua and Barbuda,2002.1
914,Antigua and Barbuda,2002.1
915,Antigua and Barbuda,2002.1
916,Antigua and Barbuda,2002.1
917,Antigua and Barbuda,2002.1
918,Antigua and Barbuda,2002.1
919,Antigua and Barbuda,2002.1
920,Antigua and Barbuda,2002.1
921,Antigua and Barbuda,2002.1
922,Antigua and Barbuda,2002.1
923,Antigua and Barbuda,2002.1
924,Antigua and Barbuda,2002.1
925,Antigua and Barbuda,2003.1
926,Antigua and Barbuda,2003.1
927,Antigua and Barbuda,2003.1
928,Antigua and Barbuda,2003.1
929,Antigua and Barbuda,2003.1
930,Antigua and Barbuda,2003.1
931,Antigua and Barbuda,2003.1
932,Antigua and Barbuda,2003.1
933,Antigua and Barbuda,2003.1
934,Antigua and Barbuda,2003.1
935,Antigua and Barbuda,2003.1
936,Antigua and Barbuda,2003.1
937,Antigua and Barbuda,2004.1
938,Antigua and Barbuda,2004.1
939,Antigua and Barbuda,2004.1
940,Antigua and Barbuda,2004.1
941,Antigua and Barbuda,2004.1
942,Antigua and Barbuda,2004.1
943,Antigua and Barbuda,2004.1
944,Antigua and Barbuda,2004.1
945,Antigua and Barbuda,2004.1
946,Antigua and Barbuda,2004.1
947,Antigua and Barbuda,2004.1
948,Antigua and Barbuda,2004.1
949,Antigua and Barbuda,2005.1
950,Antigua and Barbuda,2005.1
951,Antigua and Barbuda,2005.1
952,Antigua and Barbuda,2005.1
953,Antigua and Barbuda,2005.1
954,Antigua and Barbuda,2005.1
955,Antigua and Barbuda,2005.1
956,Antigua and Barbuda,2005.1
957,Antigua and Barbuda,2005.1
958,Antigua and Barbuda,2005.1
959,Antigua and Barbuda,2005.1
960,Antigua and Barbuda,2005.1
961,Antigua and Barbuda,2006.1
962,Antigua and Barbuda,2006.1
963,Antigua and Barbuda,2006.1
964,Antigua and Barbuda,2006.1
965,Antigua and Barbuda,2006.1
966,Antigua and Barbuda,2006.1
967,Antigua and Barbuda,2006.1
968,Antigua and Barbuda,2006.1
969,Antigua and Barbuda,2006.1
970,Antigua and Barbuda,2006.1
971,Antigua and Barbuda,2006.1
972,Antigua and Barbuda,2006.1
973,Antigua and Barbuda,2007.1
974,Antigua and Barbuda,2007.1
975,Antigua and Barbuda,2007.1
976,Antigua and Barbuda,2007.1
977,Antigua and Barbuda,2007.1
978,Antigua and Barbuda,2007.1
979,Antigua and Barbuda,2007.1
980,Antigua and Barbuda,2007.1
981,Antigua and Barbuda,2007.1
982,Antigua and Barbuda,2007.1
983,Antigua and Barbuda,2007.1
984,Antigua and Barbuda,2007.1
985,Antigua and Barbuda,2008.1
986,Antigua and Barbuda,2008.1
987,Antigua and Barbuda,2008.1
988,Antigua and Barbuda,2008.1
989,Antigua and Barbuda,2008.1
990,Antigua and Barbuda,2008.1
991,Antigua and Barbuda,2008.1
992,Antigua and Barbuda,2008.1
993,Antigua and Barbuda,2008.1
994,Antigua and Barbuda,2008.1
995,Antigua and Barbuda,2008.1
996,Antigua and Barbuda,2008.1
997,Antigua and Barbuda,2009.1
998,Antigua and Barbuda,2009.1
999,Antigua and Barbuda,2009.1
1000,Antigua and Barbuda,2009.1
1001,Antigua and Barbuda,2009.1
1002,Antigua and Barbuda,2009.1
1003,Antigua and Barbuda,2009.1
1004,Antigua and Barbuda,2009.1
1005,Antigua and Barbuda,2009.1
1006,Antigua and Barbuda,2009.1
1007,Antigua and Barbuda,2009.1
1008,Antigua and Barbuda,2009.1
1009,Antigua and Barbuda,2012.1
1010,Antigua and Barbuda,2012.1
1011,Antigua and Barbuda,2012.1
1012,Antigua and Barbuda,2012.1
1013,Antigua and Barbuda,2012.1
1014,Antigua and Barbuda,2012.1
1015,Antigua and Barbuda,2012.1
1016,Antigua and Barbuda,2012.1
1017,Antigua and Barbuda,2012.1
